Status,Category,Subtopic,Problem #,Problem Name,Topics,Est Time,XP,Open Link
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1512E,Permutation by Sum,"brute force, greedy, math",40,35,https://codeforces.com/problemset/problem/1512/E
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1538G,Gift Set,"binary search, greedy, math, ternary search",90,80,https://codeforces.com/problemset/problem/1538/G
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1552D,Array Differentiation,"bitmasks, brute force, constructive algorithms, dfs and similar, dp, graphs, math",60,55,https://codeforces.com/problemset/problem/1552/D
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1606C,Banknotes,"greedy, number theory",40,35,https://codeforces.com/problemset/problem/1606/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1623C,Balanced Stone Heaps,"binary search, greedy",40,35,https://codeforces.com/problemset/problem/1623/C
Unsolved,KINGDOM 1 — THE KINGDOM OF ARRAYS,Pattern 1.6 — Constructive Arrays,1701C,Schedule Management,"binary search, greedy, implementation, two pointers",40,35,https://codeforces.com/problemset/problem/1701/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.1 — 1D Prefix Sum,313B,Ilya and Queries,"dp, implementation",25,20,https://codeforces.com/problemset/problem/313/B
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.1 — 1D Prefix Sum,363B,Fence,"brute force, dp",25,20,https://codeforces.com/problemset/problem/363/B
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.1 — 1D Prefix Sum,433B,Kuriyama Mirai's Stones,"dp, implementation, sortings",25,20,https://codeforces.com/problemset/problem/433/B
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.1 — 1D Prefix Sum,466C,Number of Ways,"binary search, brute force, data structures, dp, two pointers",60,55,https://codeforces.com/problemset/problem/466/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.1 — 1D Prefix Sum,816B,Karen and Coffee,"binary search, data structures, implementation",40,35,https://codeforces.com/problemset/problem/816/B
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.1 — 1D Prefix Sum,1191C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://codeforces.com/problemset/problem/1191/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.1 — 1D Prefix Sum,1272C,Yet Another Broken Keyboard,"combinatorics, dp, implementation",25,20,https://codeforces.com/problemset/problem/1272/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.1 — 1D Prefix Sum,1363A,Odd Selection,"brute force, implementation, math",25,20,https://codeforces.com/problemset/problem/1363/A
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.1 — 1D Prefix Sum,1392D,Omkar and Bed Wars,"dp, greedy",60,55,https://codeforces.com/problemset/problem/1392/D
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.1 — 1D Prefix Sum,1430D,String Deletion,"binary search, data structures, greedy, two pointers",60,55,https://codeforces.com/problemset/problem/1430/D
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.2 — Prefix Frequency,1114C,Trailing Loves (or L'oeufs?),"brute force, implementation, math, number theory",60,55,https://codeforces.com/problemset/problem/1114/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.2 — Prefix Frequency,1141D,Colored Boots,"greedy, implementation",40,35,https://codeforces.com/problemset/problem/1141/D
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.2 — Prefix Frequency,1238E,Keyboard Purchase,"bitmasks, dp",90,80,https://codeforces.com/problemset/problem/1238/E
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.2 — Prefix Frequency,1285B,Just Eat It!,"dp, greedy, implementation",25,20,https://codeforces.com/problemset/problem/1285/B
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.2 — Prefix Frequency,1303C,Perfect Keyboard,"dfs and similar, greedy, implementation",40,35,https://codeforces.com/problemset/problem/1303/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.2 — Prefix Frequency,1437C,Chef Monocarp,"dp, flows, graph matchings, greedy, math, sortings",60,55,https://codeforces.com/problemset/problem/1437/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.2 — Prefix Frequency,1498C,Planar Reflections,"brute force, data structures, dp",40,35,https://codeforces.com/problemset/problem/1498/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.2 — Prefix Frequency,1513C,Add One,"dp, matrices",40,35,https://codeforces.com/problemset/problem/1513/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,295A,Greg and Array,"data structures, implementation",40,35,https://codeforces.com/problemset/problem/295/A
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,276C,Little Girl and Maximum Sum,"data structures, greedy, implementation, sortings",40,35,https://codeforces.com/problemset/problem/276/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,817F,MEX Queries,"binary search, data structures, trees",120,110,https://codeforces.com/problemset/problem/817/F
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,1114D,Flood Fill,dp,60,55,https://codeforces.com/problemset/problem/1114/D
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,1136C,Nastya Is Transposing Matrices,"constructive algorithms, sortings",40,35,https://codeforces.com/problemset/problem/1136/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,1187C,Vasya And Array,"constructive algorithms, greedy, implementation",60,55,https://codeforces.com/problemset/problem/1187/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,1209E1,Rotate Columns (easy version),"bitmasks, brute force, dp, greedy, sortings",90,80,https://codeforces.com/problemset/problem/1209/E1
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,1209E2,Rotate Columns (hard version),"bitmasks, dp, greedy, sortings",120,110,https://codeforces.com/problemset/problem/1209/E2
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,1358D,The Best Vacation,"binary search, brute force, greedy, implementation, two pointers",60,55,https://codeforces.com/problemset/problem/1358/D
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,1490F,Equalize the Array,"binary search, data structures, greedy, math, sortings",40,35,https://codeforces.com/problemset/problem/1490/F
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.3 — Difference Array,1530E,Minimax,"constructive algorithms, greedy, strings",90,80,https://codeforces.com/problemset/problem/1530/E
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.4 — Prefix XOR,617E,XOR and Favorite Number,data structures,90,80,https://codeforces.com/problemset/problem/617/E
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.4 — Prefix XOR,703D,Mishka and Interesting sum,data structures,90,80,https://codeforces.com/problemset/problem/703/D
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.4 — Prefix XOR,862C,Mahmoud and Ehab and the xor,constructive algorithms,60,55,https://codeforces.com/problemset/problem/862/C
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.4 — Prefix XOR,983B,XOR-pyramid,dp,60,55,https://codeforces.com/problemset/problem/983/B
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.4 — Prefix XOR,1110E,Magic Stones,"constructive algorithms, math, sortings",90,80,https://codeforces.com/problemset/problem/1110/E
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.4 — Prefix XOR,1450D,Rating Compression,"binary search, data structures, greedy, implementation, two pointers",60,55,https://codeforces.com/problemset/problem/1450/D
Unsolved,KINGDOM 2 — THE KINGDOM OF PREFIX SUM & DIFFERENCE ARRAY,Pattern 2.4 — Prefix XOR,1552F,Telepanting,"binary search, data structures, dp, sortings",90,80,https://codeforces.com/problemset/problem/1552/F
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,279B,Books,"binary search, brute force, implementation, two pointers",40,35,https://codeforces.com/problemset/problem/279/B
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,580B,Kefa and Company,"binary search, sortings, two pointers",40,35,https://codeforces.com/problemset/problem/580/B
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,602B,Approximating a Constant Range,"dp, implementation, two pointers",40,35,https://codeforces.com/problemset/problem/602/B
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,616D,Longest k-Good Segment,"binary search, data structures, two pointers",40,35,https://codeforces.com/problemset/problem/616/D
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,702C,Cellular Network,"binary search, implementation, two pointers",40,35,https://codeforces.com/problemset/problem/702/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,1157C1,Increasing Subsequence (easy version),greedy,25,20,https://codeforces.com/problemset/problem/1157/C1
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,1157C2,Increasing Subsequence (hard version),greedy,60,55,https://codeforces.com/problemset/problem/1157/C2
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,1197C,Array Splitting,"greedy, sortings",40,35,https://codeforces.com/problemset/problem/1197/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,1257C,Dominated Subarray,"greedy, implementation, sortings, strings, two pointers",25,20,https://codeforces.com/problemset/problem/1257/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,1295B,Infinite Prefixes,"math, strings",60,55,https://codeforces.com/problemset/problem/1295/B
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,1373C,Pluses and Minuses,math,25,20,https://codeforces.com/problemset/problem/1373/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.1 — Classic Two Pointers,1490G,Old Floppy Drive ,"binary search, data structures, math",60,55,https://codeforces.com/problemset/problem/1490/G
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.2 — Opposite Direction Pointers,6C,"Alice, Bob and Chocolate","greedy, two pointers",25,20,https://codeforces.com/problemset/problem/6/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.2 — Opposite Direction Pointers,701C,They Are Everywhere,"binary search, strings, two pointers",40,35,https://codeforces.com/problemset/problem/701/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.2 — Opposite Direction Pointers,961B,Lecture Sleep,"data structures, dp, implementation, two pointers",25,20,https://codeforces.com/problemset/problem/961/B
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.2 — Opposite Direction Pointers,1133C,Balanced Team,"sortings, two pointers",25,20,https://codeforces.com/problemset/problem/1133/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.2 — Opposite Direction Pointers,1156C,Match Points,"binary search, greedy, sortings, ternary search, two pointers",90,80,https://codeforces.com/problemset/problem/1156/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.2 — Opposite Direction Pointers,1234D,Distinct Characters Queries,data structures,40,35,https://codeforces.com/problemset/problem/1234/D
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.2 — Opposite Direction Pointers,1605C,Dominant Character,"brute force, greedy, implementation, strings",40,35,https://codeforces.com/problemset/problem/1605/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.3 — Sliding Window,676C,Vasya and String,"binary search, dp, strings, two pointers",40,35,https://codeforces.com/problemset/problem/676/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.3 — Sliding Window,1041C,Coffee Break,"binary search, data structures, greedy, two pointers",40,35,https://codeforces.com/problemset/problem/1041/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.3 — Sliding Window,1077D,Cutting Out,"binary search, sortings",40,35,https://codeforces.com/problemset/problem/1077/D
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.3 — Sliding Window,1335C,Two Teams Composing,"binary search, greedy, implementation, sortings",25,20,https://codeforces.com/problemset/problem/1335/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.3 — Sliding Window,1371C,A Cookie for You,"greedy, implementation, math",25,20,https://codeforces.com/problemset/problem/1371/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.3 — Sliding Window,1516B,AGAGA XOOORRR,"bitmasks, brute force, dp, greedy",40,35,https://codeforces.com/problemset/problem/1516/B
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.3 — Sliding Window,1539C,Stable Groups,"greedy, sortings",25,20,https://codeforces.com/problemset/problem/1539/C
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.3 — Sliding Window,1561B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://codeforces.com/problemset/problem/1561/B
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.4 — Meet in the Middle Style,525E,Anya and Cubes,"binary search, bitmasks, brute force, dp, math, meet-in-the-middle",90,80,https://codeforces.com/problemset/problem/525/E
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.4 — Meet in the Middle Style,888E,Maximum Subsequence,"bitmasks, divide and conquer, meet-in-the-middle",60,55,https://codeforces.com/problemset/problem/888/E
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.4 — Meet in the Middle Style,1006F,Xor-Paths,"bitmasks, brute force, dp, meet-in-the-middle",90,80,https://codeforces.com/problemset/problem/1006/F
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.4 — Meet in the Middle Style,1197D,Yet Another Subarray Problem,"dp, greedy, math",60,55,https://codeforces.com/problemset/problem/1197/D
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.4 — Meet in the Middle Style,1239A,Ivan the Fool and the Probability Theory,"combinatorics, dp, math",60,55,https://codeforces.com/problemset/problem/1239/A
Unsolved,KINGDOM 3 — THE KINGDOM OF TWO POINTERS & SLIDING WINDOW,Pattern 3.4 — Meet in the Middle Style,1325E,Ehab's REAL Number Theory Problem,"brute force, dfs and similar, graphs, number theory, shortest paths",180,150,https://codeforces.com/problemset/problem/1325/E
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.1 — Classic Binary Search,492B,Vanya and Lanterns,"binary search, implementation, math, sortings",25,20,https://codeforces.com/problemset/problem/492/B
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.1 — Classic Binary Search,371C,Hamburgers,"binary search, brute force",40,35,https://codeforces.com/problemset/problem/371/C
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.1 — Classic Binary Search,1251D,Salary Changing,"binary search, greedy, sortings",60,55,https://codeforces.com/problemset/problem/1251/D
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.1 — Classic Binary Search,1468D,Firecrackers,"binary search, sortings",60,55,https://codeforces.com/problemset/problem/1468/D
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.2 — Binary Search on Answer,670D2,Magic Powder - 2,"binary search, implementation",40,35,https://codeforces.com/problemset/problem/670/D2
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.2 — Binary Search on Answer,1117C,Magic Ship,binary search,60,55,https://codeforces.com/problemset/problem/1117/C
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.3 — Parametric Search,448D,Multiplication Table,"binary search, brute force",60,55,https://codeforces.com/problemset/problem/448/D
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.3 — Parametric Search,1168A,Increasing by Modulo,"binary search, greedy",60,55,https://codeforces.com/problemset/problem/1168/A
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.3 — Parametric Search,1520G,To Go Or Not To Go?,"brute force, dfs and similar, graphs, greedy, implementation, shortest paths",90,80,https://codeforces.com/problemset/problem/1520/G
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.3 — Parametric Search,1705C,Mark and His Unfinished Essay,"brute force, implementation",40,35,https://codeforces.com/problemset/problem/1705/C
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.4 — Continuous Binary Search,578C,Weakness and Poorness,ternary search,90,80,https://codeforces.com/problemset/problem/578/C
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.4 — Continuous Binary Search,780B,The Meeting Place Cannot Be Changed,binary search,40,35,https://codeforces.com/problemset/problem/780/B
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.4 — Continuous Binary Search,1030D,Vasya and Triangle,"geometry, number theory",60,55,https://codeforces.com/problemset/problem/1030/D
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.4 — Continuous Binary Search,1163C2,Power Transmission (Hard Edition),"data structures, geometry, implementation, math",60,55,https://codeforces.com/problemset/problem/1163/C2
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.4 — Continuous Binary Search,1283C,Friends and Gifts,"constructive algorithms, data structures, math",40,35,https://codeforces.com/problemset/problem/1283/C
Unsolved,KINGDOM 4 — THE KINGDOM OF BINARY SEARCH,Pattern 4.4 — Continuous Binary Search,1301D,Time to Run,"constructive algorithms, graphs, implementation",90,80,https://codeforces.com/problemset/problem/1301/D
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.1 — Basic Greedy,58B,Coins,greedy,25,20,https://codeforces.com/problemset/problem/58/B
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.1 — Basic Greedy,1256A,Payment Without Change,math,15,10,https://codeforces.com/problemset/problem/1256/A
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.1 — Basic Greedy,1312B,Bogosort,"constructive algorithms, sortings",15,10,https://codeforces.com/problemset/problem/1312/B
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.1 — Basic Greedy,1418A,Buying Torches,math,15,10,https://codeforces.com/problemset/problem/1418/A
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.1 — Basic Greedy,1618A,Polycarp and Sums of Subsequences,"math, sortings",15,10,https://codeforces.com/problemset/problem/1618/A
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.1 — Basic Greedy,1675A,Food for Animals,"greedy, math",15,10,https://codeforces.com/problemset/problem/1675/A
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.2 — Greedy with Sorting,1005C,Summarize to the Power of Two,"brute force, greedy, implementation",25,20,https://codeforces.com/problemset/problem/1005/C
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.2 — Greedy with Sorting,1092C,Prefixes and Suffixes,strings,60,55,https://codeforces.com/problemset/problem/1092/C
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.2 — Greedy with Sorting,1144D,Equalize Them All,"constructive algorithms, greedy",40,35,https://codeforces.com/problemset/problem/1144/D
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.2 — Greedy with Sorting,1203C,Common Divisors,"implementation, math",25,20,https://codeforces.com/problemset/problem/1203/C
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.2 — Greedy with Sorting,1385C,Make It Good,greedy,25,20,https://codeforces.com/problemset/problem/1385/C
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.2 — Greedy with Sorting,1399C,Boats Competition,"brute force, greedy, two pointers",25,20,https://codeforces.com/problemset/problem/1399/C
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,527D,Clique Problem,"data structures, dp, greedy, implementation, sortings",60,55,https://codeforces.com/problemset/problem/527/D
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,913D,Too Easy Problems,"binary search, brute force, data structures, greedy, sortings",60,55,https://codeforces.com/problemset/problem/913/D
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,1029C,Maximal Intersection,"greedy, math, sortings",40,35,https://codeforces.com/problemset/problem/1029/C
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,1106D,Lunar New Year and a Wander,"data structures, dfs and similar, graphs, greedy, shortest paths",40,35,https://codeforces.com/problemset/problem/1106/D
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,1249D1,Too Many Segments (easy version),greedy,60,55,https://codeforces.com/problemset/problem/1249/D1
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,1249D2,Too Many Segments (hard version),"data structures, greedy, sortings",60,55,https://codeforces.com/problemset/problem/1249/D2
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,1282C,Petya and Exam,"greedy, sortings, two pointers",60,55,https://codeforces.com/problemset/problem/1282/C
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,1353D,Constructing the Array,"constructive algorithms, data structures, sortings",40,35,https://codeforces.com/problemset/problem/1353/D
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,1428E,Carrots for Rabbits,"binary search, data structures, greedy, math, sortings",90,80,https://codeforces.com/problemset/problem/1428/E
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,1468H,K and Medians,"constructive algorithms, greedy, math",90,80,https://codeforces.com/problemset/problem/1468/H
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.3 — Interval Greedy,1550C,Manhattan Subarrays,"brute force, geometry, greedy, implementation",60,55,https://codeforces.com/problemset/problem/1550/C
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.4 — Greedy + Priority Queue,864D,Make a Permutation!,"greedy, implementation, math",40,35,https://codeforces.com/problemset/problem/864/D
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.4 — Greedy + Priority Queue,1140C,Playlist,"brute force, data structures, sortings",40,35,https://codeforces.com/problemset/problem/1140/C
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.4 — Greedy + Priority Queue,1310A,Recommendations,"data structures, greedy, sortings",60,55,https://codeforces.com/problemset/problem/1310/A
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.4 — Greedy + Priority Queue,1374E1,Reading Books (easy version),"data structures, greedy, sortings",40,35,https://codeforces.com/problemset/problem/1374/E1
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.4 — Greedy + Priority Queue,1374E2,Reading Books (hard version),"data structures, greedy, implementation, sortings, ternary search, two pointers",120,110,https://codeforces.com/problemset/problem/1374/E2
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.4 — Greedy + Priority Queue,1526C1,Potions (Easy Version),"brute force, data structures, dp, greedy",40,35,https://codeforces.com/problemset/problem/1526/C1
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.4 — Greedy + Priority Queue,1526C2,Potions (Hard Version),"data structures, greedy",40,35,https://codeforces.com/problemset/problem/1526/C2
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.4 — Greedy + Priority Queue,1579D,Productive Meeting,"constructive algorithms, graphs, greedy",40,35,https://codeforces.com/problemset/problem/1579/D
Unsolved,KINGDOM 5 — THE KINGDOM OF SORTING & GREEDY,Pattern 5.5 — Constructive Greedy,1304D,Shortest and Longest LIS,"constructive algorithms, graphs, greedy, two pointers",60,55,https://codeforces.com/problemset/problem/1304/D
