missing_type,section,practice_path,problem_code,problem_name,official_url,lesson
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,TRPTSTIC,TripTastic,https://www.codechef.com/problems/TRPTSTIC,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SUBARRAYXOR,Non Zero Subarray Xor,https://www.codechef.com/problems/SUBARRAYXOR,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,MAJIK,Wishcraft,https://www.codechef.com/problems/MAJIK,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,TRAVELLING,Travelling in the Graph,https://www.codechef.com/problems/TRAVELLING,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SQRTCBRT,Love Squares Hate Cubes,https://www.codechef.com/problems/SQRTCBRT,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SUBSBIN,Binary Substitution,https://www.codechef.com/problems/SUBSBIN,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SEQGOODNESS,Sum of Goodness,https://www.codechef.com/problems/SEQGOODNESS,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SSO,Chef Is Just Throwing Random Words,https://www.codechef.com/problems/SSO,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,MEXYARR,Mexy Array,https://www.codechef.com/problems/MEXYARR,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,VSTRING,Valid String,https://www.codechef.com/problems/VSTRING,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,PYRAMIDMOVES,Pyramid Traversal,https://www.codechef.com/problems/PYRAMIDMOVES,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,STROPERS,String Operations,https://www.codechef.com/problems/STROPERS,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,TSHIRTS,Little Elephant and T-Shirts,https://www.codechef.com/problems/TSHIRTS,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,MAX1S,Maximize 1s,https://www.codechef.com/problems/MAX1S,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SUMOFCUBE,Sum of Cube,https://www.codechef.com/problems/SUMOFCUBE,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SPOOKYSEQ,Spooky Sequences,https://www.codechef.com/problems/SPOOKYSEQ,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SUMXOR2,XOR Sums,https://www.codechef.com/problems/SUMXOR2,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,REDGREEN,Red Green Grids,https://www.codechef.com/problems/REDGREEN,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SWAPGAME,Make that Array!,https://www.codechef.com/problems/SWAPGAME,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SIMPLEARRAY,Potato to Gold,https://www.codechef.com/problems/SIMPLEARRAY,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SPLITMIN,Two Piles,https://www.codechef.com/problems/SPLITMIN,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SPTREE,A Special Tree,https://www.codechef.com/problems/SPTREE,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,TWOAVG,Two Averages,https://www.codechef.com/problems/TWOAVG,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,RIFFLES,Chef and Riffles,https://www.codechef.com/problems/RIFFLES,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,TDISTS,Tree Distances,https://www.codechef.com/problems/TDISTS,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,WRDVLS,Weird Values,https://www.codechef.com/problems/WRDVLS,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SMALLESTDIFF,Smallest Difference,https://www.codechef.com/problems/SMALLESTDIFF,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,TWOCOUNTERS,Two Counters,https://www.codechef.com/problems/TWOCOUNTERS,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,SQUAR,Squarified,https://www.codechef.com/problems/SQUAR,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Difficulty Rating Wise,2000 to 2500 difficulty problems,MEXSUB,Mex Subsequence,https://www.codechef.com/problems/MEXSUB,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,CHFRICH,Richie Rich,https://www.codechef.com/problems/CHFRICH,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,VDATES,Vaccine Dates,https://www.codechef.com/problems/VDATES,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,HOOPS,Hoop Jump,https://www.codechef.com/problems/HOOPS,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,MAX_DIFF,The Two Dishes,https://www.codechef.com/problems/MAX_DIFF,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,IMDB,Motivation,https://www.codechef.com/problems/IMDB,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,TWODISH,Two Dishes,https://www.codechef.com/problems/TWODISH,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,PROBCAT,Problem Category,https://www.codechef.com/problems/PROBCAT,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,PROGLANG,Programming Languages,https://www.codechef.com/problems/PROGLANG,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,CHFSPL,Chef and Spells,https://www.codechef.com/problems/CHFSPL,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,SMOL,Smallest Possible Whole Number,https://www.codechef.com/problems/SMOL,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,WEIGHTBL,Weight Balance,https://www.codechef.com/problems/WEIGHTBL,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,CSTOCK,Chef and Stock Prices,https://www.codechef.com/problems/CSTOCK,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,NFS,Turn It,https://www.codechef.com/problems/NFS,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,MXEVNSUB,Maximum Length Even Subarray,https://www.codechef.com/problems/MXEVNSUB,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,MANYSUMS,Distinct Pair Sums,https://www.codechef.com/problems/MANYSUMS,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,TANDJ1,Tom And Jerry 1,https://www.codechef.com/problems/TANDJ1,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,VACCINQ,Chef in Vaccination Queue,https://www.codechef.com/problems/VACCINQ,Arrays - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,MAKEEQUAL,Make them equal,https://www.codechef.com/problems/MAKEEQUAL,Arrays - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,SUBTASK,A Subtask Problem,https://www.codechef.com/problems/SUBTASK,Arrays - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,BALLOON,ICPC Balloons,https://www.codechef.com/problems/BALLOON,Arrays - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,CARVANS,Carvans,https://www.codechef.com/problems/CARVANS,Arrays - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,CASH,Hard Cash,https://www.codechef.com/problems/CASH,Arrays - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,AVGFLEX,Average Flex,https://www.codechef.com/problems/AVGFLEX,Arrays - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,NOBEL,Nobel Prize,https://www.codechef.com/problems/NOBEL,Arrays - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,COLGLF2,College Life 2,https://www.codechef.com/problems/COLGLF2,Arrays - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,COPS,Cops and the Thief Devu,https://www.codechef.com/problems/COPS,Arrays - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,PAWRI,Pawri Meme,https://www.codechef.com/problems/PAWRI,Strings - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,TWOSTR,Chef and the Wildcard Matching,https://www.codechef.com/problems/TWOSTR,Strings - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,MAGDOORS,Magical Doors,https://www.codechef.com/problems/MAGDOORS,Strings - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,ERROR,Chef and Feedback,https://www.codechef.com/problems/ERROR,Strings - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,ALPHABET,Studying Alphabet,https://www.codechef.com/problems/ALPHABET,Strings - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,HIRETEST,Hiring Test,https://www.codechef.com/problems/HIRETEST,Strings - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,CSUB,Count Substrings,https://www.codechef.com/problems/CSUB,Strings - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,EQUINOX,Equinox Strings,https://www.codechef.com/problems/EQUINOX,Strings - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,SNAKPROC,Snake Procession,https://www.codechef.com/problems/SNAKPROC,Strings - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,PASSWD,Password,https://www.codechef.com/problems/PASSWD,Strings - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,SMPAIR,The Smallest Pair,https://www.codechef.com/problems/SMPAIR,Sorting - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,MAXDIFF,Maximum Weight Difference,https://www.codechef.com/problems/MAXDIFF,Sorting - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,SIGNFLIP,Maximise the Subsequence Sum,https://www.codechef.com/problems/SIGNFLIP,Sorting - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,DIV03,Daanish and Problems,https://www.codechef.com/problems/DIV03,Sorting - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,CM164364,Chocolate Monger,https://www.codechef.com/problems/CM164364,Sorting - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,TACHSTCK,Chopsticks,https://www.codechef.com/problems/TACHSTCK,Sorting - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,STICKS,Sticks,https://www.codechef.com/problems/STICKS,Sorting - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,LUCKFOUR,Lucky Four,https://www.codechef.com/problems/LUCKFOUR,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,MATCHES,Playing with Matches,https://www.codechef.com/problems/MATCHES,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,PAIREQ,Make all equal using Pairs,https://www.codechef.com/problems/PAIREQ,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,CFRTEST,Devu and friendship testing,https://www.codechef.com/problems/CFRTEST,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,HOLIDAYS,Lazy Salesman,https://www.codechef.com/problems/HOLIDAYS,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,BALLOON,ICPC Balloons,https://www.codechef.com/problems/BALLOON,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,CM164364,Chocolate Monger,https://www.codechef.com/problems/CM164364,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,SIMPSTAT,Simple Statistics,https://www.codechef.com/problems/SIMPSTAT,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,GFTSHP,Gift Shop and Coupon,https://www.codechef.com/problems/GFTSHP,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,PERMEXIS,Watson asks Does Permutation Exist,https://www.codechef.com/problems/PERMEXIS,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,MAXTHEMIN,Maximize the Minimum,https://www.codechef.com/problems/MAXTHEMIN,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,MXMTRIO,Maximum Trio,https://www.codechef.com/problems/MXMTRIO,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,POLIN,Points and Lines,https://www.codechef.com/problems/POLIN,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,SIGNFLIP,Maximise the Subsequence Sum,https://www.codechef.com/problems/SIGNFLIP,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,EVENSPLIT,Even Splits,https://www.codechef.com/problems/EVENSPLIT,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,COOKMACH,Cooking Machine,https://www.codechef.com/problems/COOKMACH,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,PUSH7PA,Pushpa,https://www.codechef.com/problems/PUSH7PA,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Level up from 1* to 2*,REVSORT,Reversal Sorting,https://www.codechef.com/problems/REVSORT,Time Complexity - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MAKEDIV3,Make it Divisible,https://www.codechef.com/problems/MAKEDIV3,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,INDIPERM,Indivisible Permutation,https://www.codechef.com/problems/INDIPERM,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MINPIZZAS,Minimum Number of Pizzas,https://www.codechef.com/problems/MINPIZZAS,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MANYSUMS,Distinct Pair Sums,https://www.codechef.com/problems/MANYSUMS,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,NFS,Turn It,https://www.codechef.com/problems/NFS,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,ALTER,Alternating Work Days,https://www.codechef.com/problems/ALTER,Basic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,TACHSTCK,Chopsticks,https://www.codechef.com/problems/TACHSTCK,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SMPAIR,The Smallest Pair,https://www.codechef.com/problems/SMPAIR,Sorting - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,SRTCHK,Sort Checker,https://www.codechef.com/problems/SRTCHK,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SRTCHK,Sort Checker,https://www.codechef.com/problems/SRTCHK,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,DIV03,Daanish and Problems,https://www.codechef.com/problems/DIV03,Sorting - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,CNTSORT,Counting Sort,https://www.codechef.com/problems/CNTSORT,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,CNTSORT,Counting Sort,https://www.codechef.com/problems/CNTSORT,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MIXCOLOR,Mix the Colors,https://www.codechef.com/problems/MIXCOLOR,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,CM164364,Chocolate Monger,https://www.codechef.com/problems/CM164364,Sorting - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,SUBS,Fair distribution,https://www.codechef.com/problems/SUBS,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SUBS,Fair distribution,https://www.codechef.com/problems/SUBS,Sorting - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,PTMSSNG,Missing a Point,https://www.codechef.com/problems/PTMSSNG,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,PTMSSNG,Missing a Point,https://www.codechef.com/problems/PTMSSNG,Sorting - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,CNTDIST,Count Distinct Values,https://www.codechef.com/problems/CNTDIST,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,CNTDIST,Count Distinct Values,https://www.codechef.com/problems/CNTDIST,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MEX,Max Mex,https://www.codechef.com/problems/MEX,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,EQDIFFER,Equal Difference,https://www.codechef.com/problems/EQDIFFER,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,JAVELIN,Javelin Qualification,https://www.codechef.com/problems/JAVELIN,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,BOOKCHEF,ChefWatson uses Social Network,https://www.codechef.com/problems/BOOKCHEF,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,REMONE,Remove One Element,https://www.codechef.com/problems/REMONE,Sorting - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,PSORT3,Pair Sort Version 3,https://www.codechef.com/problems/PSORT3,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,PSORT3,Pair Sort Version 3,https://www.codechef.com/problems/PSORT3,Sorting - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,SWPSRT1,Sort by swaps,https://www.codechef.com/problems/SWPSRT1,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SWPSRT1,Sort by swaps,https://www.codechef.com/problems/SWPSRT1,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,CHEFRES,Chef Restaurant,https://www.codechef.com/problems/CHEFRES,Sorting - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,ADJSRT,Sort by Adjacent Swaps,https://www.codechef.com/problems/ADJSRT,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,ADJSRT,Sort by Adjacent Swaps,https://www.codechef.com/problems/ADJSRT,Sorting - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,QCKSRT2,Stable Quick Sort,https://www.codechef.com/problems/QCKSRT2,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,QCKSRT2,Stable Quick Sort,https://www.codechef.com/problems/QCKSRT2,Sorting - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,AVGFLEX,Average Flex,https://www.codechef.com/problems/AVGFLEX,Binary Search - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MINEAT,Minion Chef and Bananas,https://www.codechef.com/problems/MINEAT,Binary Search - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,STACKS,Stacks,https://www.codechef.com/problems/STACKS,Binary Search - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,FORESTGA,Forest Gathering,https://www.codechef.com/problems/FORESTGA,Binary Search - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SHROUTE,Shortest Route,https://www.codechef.com/problems/SHROUTE,Binary Search - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SNAKEEAT,Snake Eating,https://www.codechef.com/problems/SNAKEEAT,Binary Search - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SNTEMPLE,A temple of Snakes,https://www.codechef.com/problems/SNTEMPLE,Binary Search - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SQUIRREL,Squirrel and chestnut,https://www.codechef.com/problems/SQUIRREL,Binary Search - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MODEQ,Modular Equation,https://www.codechef.com/problems/MODEQ,Binary Search - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,FLUSHOT,Flu Shot Lineup,https://www.codechef.com/problems/FLUSHOT,Binary Search - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,SUDBOOKS,Sudhanva and Books,https://www.codechef.com/problems/SUDBOOKS,Standard Template Library - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SUDBOOKS,Sudhanva and Books,https://www.codechef.com/problems/SUDBOOKS,Standard Template Library - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,ATTND,Attendance,https://www.codechef.com/problems/ATTND,Standard Template Library - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,CHFPLN,Chef In Infinite Plane,https://www.codechef.com/problems/CHFPLN,Standard Template Library - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,VCS,Version Control System,https://www.codechef.com/problems/VCS,Standard Template Library - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,BEX,Book Exercises,https://www.codechef.com/problems/BEX,Standard Template Library - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,LOWSUM,Lowest Sum,https://www.codechef.com/problems/LOWSUM,Standard Template Library - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,IPCTRAIN,IPC Trainers,https://www.codechef.com/problems/IPCTRAIN,Standard Template Library - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,COOK82C,Hussain Set,https://www.codechef.com/problems/COOK82C,Standard Template Library - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,ADDI,Prajit and bits,https://www.codechef.com/problems/ADDI,Bit Manipulation - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,ADDI,Prajit and bits,https://www.codechef.com/problems/ADDI,Bit Manipulation - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,SELINA,Jon and Selina,https://www.codechef.com/problems/SELINA,Bit Manipulation - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SELINA,Jon and Selina,https://www.codechef.com/problems/SELINA,Bit Manipulation - Practice problems
missing_rating,Star Wise Paths,Jump from 2* to 3*,CHFNA,Chef and Chefina,https://www.codechef.com/problems/CHFNA,Bit Manipulation - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,CHFNA,Chef and Chefina,https://www.codechef.com/problems/CHFNA,Bit Manipulation - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,XORORED,XOR-ORED,https://www.codechef.com/problems/XORORED,Bit Manipulation - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MAXDMGE,Maximum Damage,https://www.codechef.com/problems/MAXDMGE,Bit Manipulation - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,ENGXOR,XOR Engine,https://www.codechef.com/problems/ENGXOR,Bit Manipulation - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,XXOR,Chef and Easy Problem,https://www.codechef.com/problems/XXOR,Bit Manipulation - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,XORSUB,XOR with Subset,https://www.codechef.com/problems/XORSUB,Bit Manipulation - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,SUBINC,Count Subarrays,https://www.codechef.com/problems/SUBINC,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,KPRIME,Count K-Primes,https://www.codechef.com/problems/KPRIME,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,FROGV,Chef and Frogs,https://www.codechef.com/problems/FROGV,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,LISDIGIT,Digit Longest Increasing Subsequences 2,https://www.codechef.com/problems/LISDIGIT,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,GDSUB,Chef and Good Subsequences,https://www.codechef.com/problems/GDSUB,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,E1,The White Knight,https://www.codechef.com/problems/E1,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MGCRNK,Magic Rankings,https://www.codechef.com/problems/MGCRNK,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,GRGUY,Gravity Guy,https://www.codechef.com/problems/GRGUY,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,WSTRING,W String,https://www.codechef.com/problems/WSTRING,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,DISHDIS,Dish Distribution,https://www.codechef.com/problems/DISHDIS,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MAXCROSS,Maximal crosses,https://www.codechef.com/problems/MAXCROSS,Dynamic Programming - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,MINPIZZAS,Minimum Number of Pizzas,https://www.codechef.com/problems/MINPIZZAS,Number Theory - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,CHFGCD,Chef and GCD,https://www.codechef.com/problems/CHFGCD,Number Theory - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,RESQ,Arranging Cup-cakes,https://www.codechef.com/problems/RESQ,Number Theory - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,ALTER,Alternating Work Days,https://www.codechef.com/problems/ALTER,Number Theory - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,HMAPPY2,Appy and Contest,https://www.codechef.com/problems/HMAPPY2,Number Theory - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,CHEFKEY,Chef and Keyboard,https://www.codechef.com/problems/CHEFKEY,Number Theory - Practice problems
missing_metadata,Star Wise Paths,Jump from 2* to 3*,GCDQ,Gcd Queries,https://www.codechef.com/problems/GCDQ,Number Theory - Practice problems
