Section,Practice Path,Description,Lesson,Problem Order,Problem Name,Problem Code,Difficulty Rating,Difficulty Label,Official URL,Estimated Time,Tags,Companies,Certificate,Status
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,14,Adjacent Xors,ADJXOR2,1827,Medium,https://www.codechef.com/problems/ADJXOR2,,"Algorithms, Bit Manipulation, Bitwise Operation, Dynamic Programming, Mathematics",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,15,Minions and Voting,MINVOTE,1830,Medium,https://www.codechef.com/problems/MINVOTE,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,16,Air Blimp,BLIMP,1831,Medium,https://www.codechef.com/problems/BLIMP,,Mathematics,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,17,Connecting Soldiers,NOKIA,1831,Medium,https://www.codechef.com/problems/NOKIA,,"Algorithms, Bit Manipulation, Bitmasking, Divide and Conquer, Mathematics, Recursion",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,18,Angled Flip,AFLIP,1835,Medium,https://www.codechef.com/problems/AFLIP,,"Algorithms, Data Structures, Observation, Sorting",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,19,Minimum Absolute Score,MINABS,1836,Medium,https://www.codechef.com/problems/MINABS,,"Algorithms, Cyclic Rotation, Observation, Simple Algos",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,20,Binary Mismatch,BINMIS,1836,Medium,https://www.codechef.com/problems/BINMIS,,"Algorithms, Basic Math, Constructive, Data Structures, Mathematics, String",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,21,"Find A, B, C",FINDABC,1843,Medium,https://www.codechef.com/problems/FINDABC,,"Algorithms, Bit Manipulation, Bitwise Operation, Greedy, Mathematics",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,22,XOR Product,XORPROD,1845,Medium,https://www.codechef.com/problems/XORPROD,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,23,Chef and Round Run,CHEFRRUN,1847,Medium,https://www.codechef.com/problems/CHEFRRUN,,"Algorithms, Implementation, Mathematics, Modular Arithmetic",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,24,Equal LIS,EQLIS,1848,Medium,https://www.codechef.com/problems/EQLIS,,"easy, longest-inc-subsequence, start22, utkarsh_adm",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,25,Divisors and Reciprocals,DIVREC,1848,Medium,https://www.codechef.com/problems/DIVREC,,"Basic Math, Mathematics",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,26,Restaurant Rating,RRATING,1851,Medium,https://www.codechef.com/problems/RRATING,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,27,College Life 4,COLGLF4,1856,Medium,https://www.codechef.com/problems/COLGLF4,,"Algorithms, Basic Math, Brute Force, Constructive, Implementation, Linear Programming, Mathematics, ad-hoc",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,28,Pythagorean Pair,PYTHAGORAS,1862,Medium,https://www.codechef.com/problems/PYTHAGORAS,,Mathematics,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,29,Minimize Digitsum,MINDSUM,1862,Medium,https://www.codechef.com/problems/MINDSUM,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,30,Matrix XOR,MATXOR,1864,Medium,https://www.codechef.com/problems/MATXOR,,"Algorithms, Basic Math, Basic Programming Concepts, Bit Manipulation, Bitwise Operation, Constructive, Loops, Mathematics, ad-hoc",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,31,Binary Inversion,BININV,1865,Medium,https://www.codechef.com/problems/BININV,,"Algorithms, Data Structures, Observation, Sorting, String",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,32,Triplets Min,TRIPLETMIN,1868,Medium,https://www.codechef.com/problems/TRIPLETMIN,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,33,Swap the numbers,SWAPNUM31,1869,Medium,https://www.codechef.com/problems/SWAPNUM31,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,34,Atleast and Atmost,ATAT,1870,Medium,https://www.codechef.com/problems/ATAT,,"Algorithms, Binary Search, Mathematics, Searching",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,35,Maximum Sum Permutation,MAXSUMPERM,1873,Medium,https://www.codechef.com/problems/MAXSUMPERM,,"Algorithms, Arrays, Data Structures, Difference Arrays, Greedy, Prefix Sum, Simple Algos, Sorting",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,36,Equal Hamming Distance,EQUALHAMMING,1873,Medium,https://www.codechef.com/problems/EQUALHAMMING,,"Combinatorics, Mathematics",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,37,PerMEXuation,PERMEX,1874,Medium,https://www.codechef.com/problems/PERMEX,,"Algorithms, Constructive",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,38,Alter Ego,ALT,1878,Medium,https://www.codechef.com/problems/ALT,,"ro27, sorting, start109",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,39,Alice Potter And Dumbledore Army,DUMBLEDORE,1885,Medium,https://www.codechef.com/problems/DUMBLEDORE,,"course, learn, math, observation, vladprog",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,40,Array Filling,ARRFILL,1887,Medium,https://www.codechef.com/problems/ARRFILL,,"LCM, Mathematics, Number Theory",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,41,Jump to Sibling,JS,1888,Medium,https://www.codechef.com/problems/JS,,"Algorithms, Basic Math, Constructive, Mathematics, ad-hoc",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,42,Total Components,NUMCOMP1,1893,Medium,https://www.codechef.com/problems/NUMCOMP1,,"Algorithms, Mathematics, Number Theory, Observation, Prefix Sum, Primes, Sieve of Eratosthenes, Simple Algos",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,43,"Chef, Chefina and Their Friendship",CHEFSHIP,1894,Medium,https://www.codechef.com/problems/CHEFSHIP,,"Advanced Algorithms, Data Structures, KMP Algorithm, String, String Matching",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1800 to 1900 difficulty problems - 1800 to 1900 difficulty problems,44,Tree Coloring,TREECLR,1898,Medium,https://www.codechef.com/problems/TREECLR,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,45,Multiple of 9,MULT9,1904,Medium,https://www.codechef.com/problems/MULT9,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,46,GCD Discount,GCDISCOUNT,1905,Medium,https://www.codechef.com/problems/GCDISCOUNT,,"greatest-common-divisor, iceknight1093, sep23",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,47,Power Sum,POWSUM,1906,Medium,https://www.codechef.com/problems/POWSUM,,"easy, jan222, prasant21",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,48,Maximum AND,MAXAND18,1908,Medium,https://www.codechef.com/problems/MAXAND18,,"Bit Manipulation, Bitwise Operation, Mathematics",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,49,The Gray-Similar Code,GRAYSC,1910,Medium,https://www.codechef.com/problems/GRAYSC,,"Algorithms, Brute Force, Case work, Data Structures, Mathematics, Pigeonhole Principle, Set Theory, Sets, Special",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,50,Pied Piper vs Hooli,PEWDSVTS,1910,Medium,https://www.codechef.com/problems/PEWDSVTS,,"Algorithms, Constructive, Data Structures, Priority Queue, Queues, ad-hoc",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,51,Distinct Numbers,DISKMOV,1912,Medium,https://www.codechef.com/problems/DISKMOV,,Mathematics,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,52,Guddu and his Mother,KS1,1913,Medium,https://www.codechef.com/problems/KS1,,"Bit Manipulation, Mathematics",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,53,Minimal Inversions,MININV,1918,Medium,https://www.codechef.com/problems/MININV,,"Algorithms, Arrays, Constructive, Data Structures, Frequency Arrays, ad-hoc",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,54,Strange Matrix,RRMATRIX,1922,Medium,https://www.codechef.com/problems/RRMATRIX,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,55,Strange Minimization,STRGMNZ,1928,Medium,https://www.codechef.com/problems/STRGMNZ,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,56,Binary String on Steroids,BNSONSTR,1930,Medium,https://www.codechef.com/problems/BNSONSTR,,"cook130, easy, prasant21",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,57,Red Blue Flowers,RBFLOWERS,1936,Medium,https://www.codechef.com/problems/RBFLOWERS,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,58,Chef and Segments,CHMOD,1939,Medium,https://www.codechef.com/problems/CHMOD,,"Arrays, Data Structures, Frequency Arrays",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,59,Paparazzi Gennady,PAPARAZI,1939,Medium,https://www.codechef.com/problems/PAPARAZI,,"convex-hull, easy-medium, fairy_winx, march21",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,60,Subsequence-Numbers Divisible by 7,SUB7NUM,1943,Medium,https://www.codechef.com/problems/SUB7NUM,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,61,Inversions of subsequences,SUBSEQINV,1943,Medium,https://www.codechef.com/problems/SUBSEQINV,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,62,Clan Expansion,CLANEXPNSN,1944,Medium,https://www.codechef.com/problems/CLANEXPNSN,,"aditya_rai0705, start108",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,63,Equal After And,ANDEQ,1945,Medium,https://www.codechef.com/problems/ANDEQ,,"Algorithms, Bit Manipulation, Bitmasking, Greedy, Mathematics",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,64,Unique xor,UNIQUEK,1955,Medium,https://www.codechef.com/problems/UNIQUEK,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,65,Mex Array,MEX_ARRAY,1965,Medium,https://www.codechef.com/problems/MEX_ARRAY,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,66,Non Zero Xor,NZXOR,1975,Medium,https://www.codechef.com/problems/NZXOR,,"Algorithms, Greedy, Mathematics, Prefix Sum, Simple Algos",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,67,Brutal-Xors,BRTXORS,1977,Medium,https://www.codechef.com/problems/BRTXORS,,"Basic Math, Bit Manipulation, Bitwise Operation, Mathematics, Modular Arithmetic",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,68,Delivery Man,TADELIVE,1980,Medium,https://www.codechef.com/problems/TADELIVE,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,69,Consecutive XOR,STRINGXOR,1982,Medium,https://www.codechef.com/problems/STRINGXOR,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,70,Pairwise AND sum,AND,1991,Medium,https://www.codechef.com/problems/AND,,"Bit Manipulation, Bitwise Operation, Combinatorics, Mathematics, Permutations & Combinations",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,71,Solve More Problems!,SOLVEMORE,1993,Medium,https://www.codechef.com/problems/SOLVEMORE,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,72,Distinct Neighbours,DISTINCTNEIG,1997,Medium,https://www.codechef.com/problems/DISTINCTNEIG,,"Algorithms, Mathematics, Observation",,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,73,Chef and Asteroids,ROIDS,1997,Medium,https://www.codechef.com/problems/ROIDS,,,,No,Unattempted
Difficulty Rating Wise,1800 to 2000 difficulty problems,Practice problems which can help you become 4 star on CodeChef.,1900 to 2000 difficulty problems - 1900 to 2000 difficulty problems,74,Permutation XOR Sum,PERMXORSUM,1998,Medium,https://www.codechef.com/problems/PERMXORSUM,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,1,Maximum Factors Problem,MXFACS,2006,Hard,https://www.codechef.com/problems/MXFACS,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,2,Winter,ELWINTER,2007,Hard,https://www.codechef.com/problems/ELWINTER,,"Algorithms, BFS, Graph Algos, Multi source BFS, Online Queries, Queries, Traversals",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,3,Subarray Removal,REMSUBARR,2007,Hard,https://www.codechef.com/problems/REMSUBARR,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,4,Alternative Sufferings,ALTSUFF,2011,Hard,https://www.codechef.com/problems/ALTSUFF,,"Algorithms, Constructive, Observation, ad-hoc",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,5,Rock Paper Scissors,ROPASCI,2013,Hard,https://www.codechef.com/problems/ROPASCI,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,6,NASA,PALIXOR,2014,Hard,https://www.codechef.com/problems/PALIXOR,,"Advanced Algorithms, Bit Manipulation, Bitwise Operation, Mathematics, Pre processing",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,7,K Distinct Array,DISTK,2015,Hard,https://www.codechef.com/problems/DISTK,,"Algorithms, Constructive",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,8,Prime Factor Division,PRIMEFACDIV,2016,Hard,https://www.codechef.com/problems/PRIMEFACDIV,,"Divisors, GCD, Integer Factorisation, Mathematics, Number Theory, Prime Divisors",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,9,Queries About Numbers,QNUMBER,2026,Hard,https://www.codechef.com/problems/QNUMBER,,"Integer Factorisation, Mathematics, Number Theory",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,10,Maximum And Or,MAXANDOR,2028,Hard,https://www.codechef.com/problems/MAXANDOR,,"Bit Manipulation, Bitwise Operation, Mathematics",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,11,No sequence,NOSEQ,2031,Hard,https://www.codechef.com/problems/NOSEQ,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,12,Gold Mining,GOLMINE,2033,Hard,https://www.codechef.com/problems/GOLMINE,,"Algorithms, Basic Math, Constructive, Mathematics, ad-hoc",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,13,Consecutive Adding,CONSADD,2038,Hard,https://www.codechef.com/problems/CONSADD,,"Algorithms, Constructive",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,14,K Increment Palindrome,KPAL,2038,Hard,https://www.codechef.com/problems/KPAL,,"Algorithms, Constructive, ad-hoc",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,15,Symmetric Swaps,SYMARRSWAP,2041,Hard,https://www.codechef.com/problems/SYMARRSWAP,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,16,Mountain,MOUNTAIN,2047,Hard,https://www.codechef.com/problems/MOUNTAIN,,"Algorithms, Greedy",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,17,No Palindrome,NOPALINDROME,2054,Hard,https://www.codechef.com/problems/NOPALINDROME,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,18,Max Range Queries,MAXREMOV,2057,Hard,https://www.codechef.com/problems/MAXREMOV,,"Algorithms, Arrays, Constructive, Data Structures, Difference Arrays, Prefix Sum, Simple Algos, ad-hoc",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,19,Tetris,SPCP6,2062,Hard,https://www.codechef.com/problems/SPCP6,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,20,Parity Permutation,PARPER,2066,Hard,https://www.codechef.com/problems/PARPER,,"Algorithms, Constructive, Mathematics, ad-hoc",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,21,Angry Cyborg,AGCY,2072,Hard,https://www.codechef.com/problems/AGCY,,"AP, Algorithms, Mathematics, Queries, Range Queries, Sequences and Progression",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,22,Double Burgers,BURGER,2072,Hard,https://www.codechef.com/problems/BURGER,,"Algorithms, Binary Exponentiation, Bit Manipulation, Bitwise Operation, Constructive, Exponentiation, GP, Greedy, Mathematics, Number Theory, Sequences and Progression, ad-hoc",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,23,Array Sum,SUMARRAY,2077,Hard,https://www.codechef.com/problems/SUMARRAY,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,24,Equivalent Numbers,EQUIVALENT,2087,Hard,https://www.codechef.com/problems/EQUIVALENT,,"Divisors, Integer Factorisation, Mathematics, Number Theory, Prime Divisors, Sieve of Eratosthenes",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,25,Segment Three,SEGTHREE,2089,Hard,https://www.codechef.com/problems/SEGTHREE,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,26,Full Path Eraser,FPE,2094,Hard,https://www.codechef.com/problems/FPE,,"Algorithms, DFS, Data Structures, Dynamic Programming, GCD, Graph Algos, Graphs, Mathematics, Number Theory, Traversals, Trees",,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,27,Can You Reach The End,RECHEND,2095,Hard,https://www.codechef.com/problems/RECHEND,,,,No,Unattempted
Difficulty Rating Wise,2000 to 2500 difficulty problems,Practice problems which can help you reach 5 star and higher on CodeChef.,2000 to 2500 difficulty problems - 2000 to 2500 difficulty problems,28,TripTastic,TRPTSTIC,2095,Hard,https://www.codechef.com/problems/TRPTSTIC,,,,No,Unattempted
